 ,Area,Mean,Perim.,Circ.,Feret,IntDen,RawIntDen,FeretX,FeretY,FeretAngle,MinFeret,AR,Round,Solidity
1,215.219,255,58.451,0.792,20.889,54880.784,18615,8974,0,99.462,17.170,1.028,0.973,0.811
2,44.223,255,25.878,0.830,11.518,11276.873,3825,1369,4,26.565,5.151,2.247,0.445,0.909
3,58.964,255,27.717,0.965,11.518,15035.831,5100,25458,3,116.565,8.585,1.280,0.781,0.833
4,85.498,255,39.441,0.691,14.770,21801.955,7395,3360,8,144.462,10.302,1.434,0.698,0.806
5,103.187,255,41.869,0.740,18.493,26312.705,8925,23352,12,21.801,9.765,2.070,0.483,0.795
6,268.286,255,60.879,0.910,21.719,68413.032,23205,22309,8,108.435,18.212,1.103,0.906,0.875
7,353.784,255,78.466,0.722,25.755,90214.988,30600,27028,26,53.130,21.453,1.110,0.901,0.842
8,356.732,255,74.198,0.814,25.755,90966.779,30855,6468,26,53.130,20.604,1.197,0.836,0.896
9,76.653,255,32.573,0.908,12.500,19546.581,6630,31705,21,74.055,10.302,1.187,0.842,0.812
10,47.171,255,25.878,0.885,10.994,12028.665,4080,6672,15,141.340,6.868,1.576,0.635,0.889
11,153.307,255,49.743,0.779,17.170,39093.161,13260,12144,29,53.130,13.736,1.070,0.935,0.846
12,117.928,255,46.726,0.679,17.678,30071.663,10200,17060,22,150.945,12.141,1.268,0.788,0.769
13,103.187,255,38.435,0.878,14.770,26312.705,8925,15890,28,144.462,11.905,1.270,0.788,0.805
14,147.410,255,43.881,0.962,16.198,37589.578,12750,6639,35,32.005,13.736,1.087,0.920,0.893
15,368.525,255,80.477,0.715,25.755,93973.945,31875,23362,42,53.130,22.321,1.088,0.919,0.850
16,79.601,255,32.156,0.967,13.077,20298.372,6885,20080,37,23.199,8.585,1.296,0.772,0.900
17,433.386,255,82.906,0.792,28.422,110513.360,37485,35539,44,25.017,23.640,1.140,0.877,0.875
18,44.223,255,24.872,0.898,10.859,11276.873,3825,8590,39,161.565,5.151,1.775,0.563,0.909
19,200.478,255,54.011,0.864,20.097,51121.826,17340,7457,51,70.017,15.453,1.195,0.837,0.872
20,100.239,255,43.292,0.672,19.577,25560.913,8670,43952,49,37.875,8.499,2.736,0.365,0.791
21,120.876,255,46.726,0.696,15.830,30823.454,10455,28698,45,102.529,13.736,1.314,0.761,0.759
22,147.410,255,50.160,0.736,17.170,37589.578,12750,20936,55,53.130,13.736,1.084,0.923,0.820
23,47.171,255,27.717,0.772,13.410,12028.665,4080,20500,48,140.194,6.191,2.541,0.394,0.762
24,114.980,255,50.160,0.574,16.998,29319.871,9945,11747,67,45.000,12.910,1.100,0.909,0.722
25,300.717,255,66.741,0.848,23.036,76682.739,26010,30699,61,153.435,18.887,1.103,0.906,0.872
26,285.976,255,67.330,0.793,25.352,72923.782,24735,2444,70,151.699,17.170,1.376,0.727,0.870
27,47.171,255,25.288,0.927,9.247,12028.665,4080,24099,69,111.801,8.447,1.076,0.929,0.821
28,126.773,255,42.459,0.884,15.830,32327.037,10965,39579,77,130.601,12.019,1.172,0.854,0.887
29,168.048,255,48.738,0.889,17.678,42852.119,14535,4682,77,119.055,15.203,1.157,0.864,0.864
30,41.275,255,23.866,0.911,9.713,10525.082,3570,19898,86,45.000,6.868,1.198,0.835,0.903
31,50.119,255,27.300,0.845,10.012,12780.457,4335,18148,84,120.964,8.585,1.129,0.886,0.850
32,41.275,255,24.872,0.838,10.012,10525.082,3570,4496,85,120.964,6.868,1.169,0.856,0.824
33,253.545,255,60.462,0.872,22.387,64654.074,21930,8686,86,147.529,17.170,1.156,0.865,0.891
34,156.255,255,46.309,0.916,17.678,39844.953,13515,23456,91,29.055,13.574,1.281,0.781,0.876
35,58.964,255,28.722,0.898,11.518,15035.831,5100,17476,87,116.565,8.585,1.286,0.778,0.816
36,109.083,255,38.019,0.948,13.843,27816.288,9435,9855,92,150.255,11.945,1.097,0.912,0.881
37,106.135,255,38.019,0.923,13.843,27064.496,9180,21768,97,29.745,11.945,1.109,0.901,0.867
38,114.980,255,42.875,0.786,15.830,29319.871,9945,2500,93,139.399,13.054,1.090,0.917,0.796
39,73.705,255,31.151,0.954,12.382,18794.789,6375,1752,94,123.690,10.302,1.257,0.795,0.833
40,203.426,255,62.890,0.646,25.526,51873.618,17595,16044,111,47.726,12.286,2.229,0.449,0.812
41,82.550,255,35.001,0.847,13.843,21050.164,7140,10104,103,172.875,9.982,1.438,0.696,0.778
42,135.617,255,42.459,0.945,16.911,34582.412,11730,36787,102,113.962,10.302,1.518,0.659,0.929
43,64.860,255,31.151,0.840,11.518,16539.414,5610,11950,119,26.565,9.713,1.270,0.787,0.800
44,50.119,255,24.872,1.000,10.012,12780.457,4335,20966,114,120.964,6.868,1.336,0.749,0.919
45,300.717,255,67.747,0.823,24.283,76682.739,26010,28898,114,98.130,18.887,1.098,0.911,0.843
46,109.083,255,42.875,0.746,16.198,27816.288,9435,36280,118,147.995,11.160,1.562,0.640,0.813
47,58.964,255,30.145,0.815,13.843,15035.831,5100,11841,127,29.745,6.868,1.852,0.540,0.851
48,176.892,255,53.177,0.786,21.719,45107.494,15300,9275,125,108.435,11.288,2.085,0.480,0.863
49,70.757,255,29.728,1.000,12.382,18042.998,6120,24887,127,146.310,8.585,1.341,0.746,0.906
50,58.964,255,38.019,0.513,15.830,15035.831,5100,14700,130,167.471,6.868,2.822,0.354,0.678
51,294.820,255,76.871,0.627,23.354,75179.156,25500,32164,129,107.103,20.968,1.158,0.863,0.787
52,159.203,255,48.738,0.842,17.678,40596.744,13770,30658,140,60.945,14.660,1.194,0.838,0.824
53,294.820,255,70.175,0.752,23.916,75179.156,25500,8120,134,111.038,18.887,1.146,0.873,0.855
54,120.876,255,49.327,0.624,20.959,30823.454,10455,681,135,145.008,12.019,1.550,0.645,0.672
55,70.757,255,30.145,0.978,11.518,18042.998,6120,35292,142,153.435,10.302,1.050,0.952,0.828
56,106.135,255,39.025,0.876,14.770,27064.496,9180,16276,147,35.538,12.019,1.125,0.889,0.878
57,50.119,255,32.156,0.609,11.518,12780.457,4335,26732,149,63.435,8.585,1.326,0.754,0.723
58,53.068,255,24.872,1.000,10.994,13532.248,4590,9716,144,141.340,6.868,1.372,0.729,0.947
59,114.980,255,43.292,0.771,14.770,29319.871,9945,11737,149,35.538,12.019,1.135,0.881,0.830
60,64.860,255,33.162,0.741,14.670,16539.414,5610,37583,145,159.444,6.775,2.438,0.410,0.830
61,53.068,255,32.573,0.629,13.077,13532.248,4590,11040,151,156.801,8.096,1.948,0.513,0.706
62,265.338,255,69.759,0.685,24.404,67661.241,22950,9904,157,140.711,19.197,1.110,0.901,0.800
63,44.223,255,26.294,0.804,11.518,11276.873,3825,19980,159,26.565,6.516,1.993,0.502,0.811
64,47.171,255,24.872,0.958,10.012,12028.665,4080,15576,170,120.964,6.868,1.441,0.694,0.889
65,147.410,255,47.315,0.827,16.998,37589.578,12750,30292,177,135.000,13.736,1.038,0.963,0.877
66,277.131,255,67.747,0.759,24.584,70668.407,23970,46,194,65.225,19.197,1.114,0.898,0.821
67,91.394,255,38.019,0.795,14.670,23305.538,7905,15204,190,159.444,10.302,1.446,0.692,0.816
68,165.099,255,49.154,0.859,17.256,42100.328,14280,33125,190,95.711,15.358,1.039,0.962,0.824
69,47.171,255,26.294,0.857,10.012,12028.665,4080,24108,193,149.036,8.499,1.014,0.987,0.821
70,44.223,255,29.312,0.647,13.077,11276.873,3825,21928,199,66.801,5.151,2.804,0.357,0.857
71,44.223,255,23.449,1.000,10.012,11276.873,3825,27546,192,120.964,5.151,1.667,0.600,1.000
72,117.928,255,39.441,0.953,14.770,30071.663,10200,16802,194,125.538,12.019,1.188,0.842,0.870
73,58.964,255,36.596,0.553,14.770,15035.831,5100,673,197,125.538,8.245,2.188,0.457,0.741
74,61.912,255,28.306,0.971,11.518,15787.623,5355,18947,200,153.435,6.868,1.548,0.646,0.933
75,215.219,255,60.462,0.740,20.959,54880.784,18615,26022,210,55.008,16.998,1.095,0.913,0.854
76,141.514,255,43.881,0.924,16.198,36085.995,12240,34154,215,57.995,13.736,1.100,0.909,0.881
77,103.187,255,46.309,0.605,15.830,26312.705,8925,12189,208,102.529,10.302,1.346,0.743,0.795
78,274.183,255,76.038,0.596,25.526,69916.615,23715,27140,217,19.654,18.887,1.138,0.878,0.765
79,135.617,255,46.309,0.795,17.170,34582.412,11730,14224,210,126.870,12.019,1.401,0.714,0.852
80,44.223,255,22.860,1.000,10.012,11276.873,3825,41184,220,59.036,6.868,1.435,0.697,0.882
81,73.705,255,35.591,0.731,13.410,18794.789,6375,20838,223,50.194,8.585,1.190,0.840,0.833
82,403.904,255,95.047,0.562,30.377,102995.444,34935,29177,219,132.709,24.038,1.043,0.958,0.781
83,53.068,255,31.151,0.687,12.500,13532.248,4590,23539,224,15.945,6.868,1.996,0.501,0.766
84,253.545,255,63.724,0.785,22.387,64654.074,21930,14880,239,57.529,17.698,1.139,0.878,0.819
85,147.410,255,52.588,0.670,17.678,37589.578,12750,17452,228,119.055,14.590,1.117,0.895,0.800
86,47.171,255,26.294,0.857,12.141,12028.665,4080,19403,238,135.000,7.143,2.067,0.484,0.800
87,280.079,255,64.902,0.836,24.283,71420.199,24225,3405,251,45.000,18.740,1.158,0.864,0.896
88,88.446,255,36.596,0.830,13.410,22553.747,7650,16006,247,50.194,10.302,1.115,0.897,0.845
89,156.255,255,48.738,0.827,16.998,39844.953,13515,28254,251,135.000,14.992,1.085,0.922,0.815
90,79.601,255,34.168,0.857,13.843,20298.372,6885,7838,256,29.745,8.585,1.251,0.799,0.885
91,67.809,255,29.728,0.964,11.518,17291.206,5865,4641,257,153.435,8.585,1.091,0.916,0.868
92,114.980,255,46.726,0.662,19.577,29319.871,9945,22900,273,37.875,9.713,2.240,0.446,0.772
93,47.171,255,27.717,0.772,10.994,12028.665,4080,13675,274,38.660,7.679,1.503,0.665,0.727
94,135.617,255,50.160,0.677,18.252,34582.412,11730,21492,285,41.186,12.488,1.349,0.742,0.829
95,173.944,255,53.594,0.761,18.252,44355.702,15045,28250,279,131.186,15.453,1.090,0.917,0.819
96,253.545,255,62.890,0.806,22.584,64654.074,21930,20753,289,171.254,16.512,1.332,0.751,0.851
97,103.187,255,37.013,0.947,14.770,26312.705,8925,13102,293,54.462,10.927,1.379,0.725,0.864
98,106.135,255,37.013,0.974,13.843,27064.496,9180,23398,293,60.255,12.019,1.074,0.931,0.867
99,94.342,255,36.007,0.914,13.410,24057.330,8160,8012,295,39.806,11.518,1.185,0.844,0.842
100,56.016,255,32.156,0.681,13.843,14284.040,4845,12908,297,60.255,6.911,2.431,0.411,0.731
101,44.223,255,33.162,0.505,14.670,11276.873,3825,19421,292,159.444,6.868,2.351,0.425,0.667
102,73.705,255,34.585,0.774,13.843,18794.789,6375,26948,295,97.125,8.585,1.518,0.659,0.781
103,56.016,255,28.306,0.879,12.141,14284.040,4845,30687,295,135.000,8.585,1.432,0.698,0.864
104,41.275,255,23.866,0.911,10.012,10525.082,3570,6436,300,30.964,6.663,1.566,0.639,0.824
105,194.581,255,57.028,0.752,20.959,49618.243,16830,23912,308,55.008,16.125,1.192,0.839,0.805
106,64.860,255,28.306,1.000,10.994,16539.414,5610,23826,298,128.660,8.585,1.068,0.937,0.936
107,44.223,255,30.734,0.588,13.077,11276.873,3825,22315,303,23.199,5.151,2.159,0.463,0.811
108,132.669,255,46.726,0.764,16.289,33830.620,11475,5795,310,108.435,13.054,1.214,0.824,0.818
109,126.773,255,42.875,0.867,16.911,32327.037,10965,25020,317,23.962,12.019,1.328,0.753,0.835
110,117.928,255,44.298,0.755,15.548,30071.663,10200,26252,312,96.340,13.049,1.148,0.871,0.777
111,50.119,255,25.878,0.941,10.994,12780.457,4335,16092,321,51.340,6.868,1.483,0.674,0.919
112,185.737,255,58.623,0.679,22.387,47362.869,16065,23898,316,122.471,13.736,1.370,0.730,0.834
113,156.255,255,50.160,0.780,17.170,39844.953,13515,13842,320,143.130,14.570,1.145,0.874,0.841
114,126.773,255,50.160,0.633,18.573,32327.037,10965,11591,325,146.310,13.736,1.216,0.823,0.741
115,159.203,255,47.315,0.894,17.170,40596.744,13770,13081,325,126.870,13.736,1.178,0.849,0.885
116,70.757,255,30.734,0.941,12.141,18042.998,6120,18569,324,135.000,8.585,1.293,0.773,0.889
117,188.685,255,56.022,0.755,20.959,48114.660,16320,22348,335,34.992,15.453,1.077,0.928,0.853
118,50.119,255,26.294,0.911,12.141,12780.457,4335,9332,329,135.000,7.285,1.689,0.592,0.872
119,64.860,255,32.156,0.788,12.500,16539.414,5610,20987,334,15.945,8.585,1.210,0.827,0.786
120,64.860,255,30.145,0.897,11.518,16539.414,5610,6922,339,63.435,9.713,1.127,0.887,0.800
121,197.530,255,52.172,0.912,19.577,50370.035,17085,20825,343,37.875,15.453,1.141,0.876,0.882
122,73.705,255,34.168,0.793,13.077,18794.789,6375,23480,336,156.801,8.585,1.237,0.809,0.833
123,41.275,255,29.139,0.611,13.410,10525.082,3570,17676,338,129.806,4.857,3.167,0.316,0.737
124,61.912,255,32.156,0.752,13.077,15787.623,5355,20894,338,113.199,7.912,1.813,0.552,0.778
125,67.809,255,33.162,0.775,13.077,17291.206,5865,24278,348,66.801,8.585,1.350,0.741,0.793
126,50.119,255,28.306,0.786,13.077,12780.457,4335,21948,342,156.801,5.151,2.711,0.369,0.895
127,109.083,255,43.881,0.712,16.198,27816.288,9435,27128,351,57.995,12.019,1.152,0.868,0.787
128,162.151,255,52.172,0.749,19.577,41348.536,14025,28397,353,52.125,13.736,1.179,0.848,0.859
129,123.824,255,41.036,0.924,15.830,31575.246,10710,2708,352,40.601,12.019,1.071,0.934,0.933
130,112.032,255,44.298,0.717,15.830,28568.079,9690,8703,348,130.601,12.019,1.121,0.892,0.817
131,79.601,255,34.585,0.836,13.077,20298.372,6885,22774,352,156.801,10.302,1.361,0.735,0.818
132,56.016,255,28.306,0.879,12.382,14284.040,4845,15276,356,33.690,6.868,1.916,0.522,0.884
133,294.820,255,66.741,0.832,23.354,75179.156,25500,39096,370,72.897,18.887,1.233,0.811,0.877
134,176.892,255,54.600,0.746,18.573,45107.494,15300,25652,369,56.310,15.453,1.111,0.900,0.857
135,88.446,255,38.019,0.769,14.670,22553.747,7650,6423,365,20.556,10.302,1.376,0.727,0.811
136,347.888,255,88.179,0.562,27.740,88711.404,30090,16943,377,68.199,20.283,1.286,0.777,0.805
137,156.255,255,48.738,0.827,19.577,39844.953,13515,18318,371,52.125,13.334,1.520,0.658,0.876
138,303.665,255,80.894,0.583,24.584,77434.531,26265,14026,377,65.225,21.501,1.075,0.930,0.798
139,162.151,255,50.749,0.791,19.577,41348.536,14025,14659,364,127.875,13.736,1.230,0.813,0.859
140,439.282,255,100.909,0.542,32.397,112016.943,37995,24268,365,122.005,23.744,1.595,0.627,0.753
141,44.223,255,24.283,0.942,10.994,11276.873,3825,24296,365,128.660,7.143,1.889,0.529,0.769
142,47.171,255,23.866,1.000,10.994,12028.665,4080,27903,365,128.660,6.868,1.568,0.638,0.914
143,215.219,255,59.040,0.776,25.755,54880.784,18615,28340,369,126.870,13.676,1.928,0.519,0.880
144,206.374,255,58.034,0.770,19.577,52625.409,17850,18460,372,142.125,15.453,1.082,0.924,0.854
145,138.566,255,47.315,0.778,17.678,35334.203,11985,23740,379,29.055,12.019,1.308,0.765,0.855
146,50.119,255,27.717,0.820,10.994,12780.457,4335,40958,372,141.340,8.585,1.177,0.850,0.810
147,82.550,255,32.573,0.978,13.077,21050.164,7140,15714,374,156.801,10.302,1.331,0.751,0.824
148,50.119,255,27.717,0.820,10.444,12780.457,4335,28038,383,170.538,8.499,1.116,0.896,0.791
149,106.135,255,49.743,0.539,19.197,27064.496,9180,3567,382,153.435,10.302,1.471,0.680,0.750
150,64.860,255,34.585,0.681,13.843,16539.414,5610,19015,388,172.875,6.868,1.986,0.504,0.772
151,50.119,255,31.151,0.649,14.770,12780.457,4335,6115,393,35.538,6.143,3.237,0.309,0.739
152,165.099,255,57.028,0.638,20.024,42100.328,14280,30028,396,30.964,14.908,1.092,0.916,0.752
153,64.860,255,36.007,0.629,16.198,16539.414,5610,21419,392,147.995,7.285,2.639,0.379,0.759
154,41.275,255,23.866,0.911,9.713,10525.082,3570,11022,394,135.000,6.868,1.104,0.906,0.903
155,300.717,255,71.598,0.737,23.916,76682.739,26010,34980,401,158.962,19.868,1.203,0.831,0.840
156,61.912,255,30.734,0.824,13.077,15787.623,5355,13819,405,66.801,6.868,2.053,0.487,0.857
157,44.223,255,24.872,0.898,10.859,11276.873,3825,39422,398,108.435,5.151,1.869,0.535,0.909
158,47.171,255,26.294,0.857,12.141,12028.665,4080,32309,400,135.000,7.143,2.067,0.484,0.800
159,241.753,255,60.879,0.820,20.097,61646.908,20910,2614,404,109.983,18.096,1.094,0.914,0.872
160,79.601,255,31.740,0.993,12.382,20298.372,6885,9192,404,146.310,8.585,1.147,0.872,0.947
161,50.119,255,25.878,0.941,10.994,12780.457,4335,14964,409,51.340,6.868,1.483,0.674,0.919
162,70.757,255,31.740,0.883,13.410,18042.998,6120,37396,407,129.806,8.585,1.482,0.675,0.889
163,129.721,255,47.315,0.728,18.252,33078.829,11220,17320,420,41.186,12.459,1.210,0.826,0.815
164,50.119,255,27.717,0.820,10.012,12780.457,4335,24504,413,149.036,8.447,1.120,0.893,0.791
165,44.223,255,22.860,1.000,10.012,11276.873,3825,17242,422,59.036,6.868,1.435,0.697,0.882
166,209.322,255,57.445,0.797,20.959,53377.201,18105,17681,425,34.992,16.125,1.352,0.740,0.845
167,58.964,255,27.300,0.994,10.994,15035.831,5100,7852,422,38.660,8.585,1.072,0.933,0.909
168,88.446,255,39.441,0.714,14.159,22553.747,7650,36459,420,165.964,11.402,1.151,0.869,0.789
169,56.016,255,29.728,0.796,12.500,14284.040,4845,43919,423,164.055,6.868,2.025,0.494,0.809
170,221.115,255,57.028,0.854,20.097,56384.367,19125,28759,431,19.983,17.170,1.191,0.840,0.862
171,41.275,255,23.866,0.911,10.012,10525.082,3570,43408,428,149.036,6.868,1.366,0.732,0.848
172,188.685,255,51.166,0.906,18.573,48114.660,16320,3466,437,146.310,15.408,1.179,0.848,0.865
173,88.446,255,37.013,0.811,15.358,22553.747,7650,21844,443,63.435,10.302,1.320,0.758,0.811
174,554.262,255,111.872,0.557,39.641,141336.814,47940,23264,435,107.650,22.937,1.714,0.584,0.754
175,91.394,255,41.869,0.655,15.358,23305.538,7905,12875,438,153.435,10.646,1.670,0.599,0.756
176,70.757,255,37.013,0.649,15.358,18042.998,6120,8406,438,116.565,8.447,2.136,0.468,0.774
177,244.701,255,57.617,0.926,20.747,62398.700,21165,12989,447,24.444,15.453,1.150,0.870,0.938
178,53.068,255,27.717,0.868,10.994,13532.248,4590,28950,445,38.660,8.447,1.335,0.749,0.837
179,114.980,255,39.025,0.949,14.770,29319.871,9945,31144,448,54.462,12.019,1.075,0.931,0.897
180,47.171,255,31.151,0.611,11.518,12028.665,4080,7530,442,153.435,8.329,1.367,0.731,0.711
181,123.824,255,43.292,0.830,17.510,31575.246,10710,22118,450,11.310,12.019,1.259,0.794,0.792
182,173.944,255,54.600,0.733,21.719,44355.702,15045,33455,448,161.565,11.573,2.002,0.499,0.849
183,41.275,255,25.288,0.811,9.713,10525.082,3570,17787,448,135.000,6.868,1.275,0.784,0.800
184,94.342,255,40.447,0.725,14.670,24057.330,8160,23897,455,20.556,11.945,1.199,0.834,0.800
185,82.550,255,35.591,0.819,13.410,21050.164,7140,27236,450,129.806,10.302,1.185,0.844,0.875
186,265.338,255,59.456,0.943,20.747,67661.241,22950,43603,450,114.444,18.887,1.024,0.977,0.900
187,120.876,255,45.304,0.740,15.830,30823.454,10455,18940,461,40.601,12.286,1.244,0.804,0.812
188,73.705,255,30.734,0.981,12.141,18794.789,6375,29620,462,45.000,8.585,1.122,0.891,0.926
189,229.960,255,58.867,0.834,20.097,58639.742,19890,6046,463,160.017,18.212,1.107,0.903,0.839
190,147.410,255,49.743,0.749,18.493,37589.578,12750,23960,464,111.801,13.736,1.179,0.848,0.820
191,191.633,255,51.166,0.920,18.493,48866.452,16575,20786,468,158.199,13.736,1.191,0.840,0.915
192,50.119,255,26.711,0.883,11.518,12780.457,4335,22965,470,26.565,6.868,1.557,0.642,0.829
193,138.566,255,47.315,0.778,18.252,35334.203,11985,6442,479,41.186,13.031,1.244,0.804,0.862
194,106.135,255,40.447,0.815,14.770,27064.496,9180,11251,474,144.462,12.019,1.066,0.938,0.828
195,88.446,255,37.430,0.793,14.159,22553.747,7650,3118,483,165.964,10.927,1.154,0.867,0.769
196,203.426,255,59.456,0.723,20.676,51873.618,17595,5070,483,138.366,16.937,1.063,0.941,0.807
197,288.924,255,73.609,0.670,24.283,73675.573,24990,20857,493,45.000,18.887,1.020,0.981,0.810
198,106.135,255,43.292,0.712,15.358,27064.496,9180,19339,483,116.565,12.141,1.434,0.697,0.766
199,173.944,255,49.327,0.898,18.252,44355.702,15045,18852,491,41.186,13.736,1.064,0.940,0.952
200,123.824,255,52.172,0.572,23.354,31575.246,10710,22016,497,17.103,8.585,2.671,0.374,0.832
201,67.809,255,32.156,0.824,13.843,17291.206,5865,17977,499,29.745,7.679,1.945,0.514,0.852
202,126.773,255,49.327,0.655,21.239,32327.037,10965,21431,496,165.964,8.585,3.001,0.333,0.835
203,530.676,255,96.053,0.723,32.578,135322.481,45900,39647,503,161.565,26.786,1.214,0.824,0.822
204,47.171,255,26.294,0.857,12.141,12028.665,4080,28786,501,135.000,7.143,2.067,0.484,0.800
205,85.498,255,36.007,0.829,15.358,21801.955,7395,10985,510,63.435,9.215,1.803,0.555,0.829
206,221.115,255,55.606,0.899,19.577,56384.367,19125,13835,511,37.875,17.170,1.056,0.947,0.888
207,41.275,255,32.156,0.502,15.358,10525.082,3570,29598,502,153.435,5.430,3.280,0.305,0.737
208,97.291,255,38.608,0.820,16.911,24809.122,8415,41310,508,23.962,6.868,2.276,0.439,0.957
209,112.032,255,44.887,0.699,16.198,28568.079,9690,13248,513,32.005,12.019,1.226,0.815,0.792
210,67.809,255,30.734,0.902,13.410,17291.206,5865,9000,515,50.194,8.585,1.566,0.639,0.885
211,88.446,255,34.168,0.952,13.410,22553.747,7650,27888,514,39.806,8.585,1.294,0.773,0.938
212,504.143,255,88.595,0.807,31.567,128556.357,43605,42803,526,22.380,23.068,1.317,0.759,0.861
213,129.721,255,40.030,1.000,15.830,33078.829,11220,23722,520,40.601,12.019,1.145,0.873,0.957
214,50.119,255,23.866,1.000,10.012,12780.457,4335,6229,518,120.964,6.868,1.263,0.792,0.919
215,44.223,255,26.294,0.804,10.012,11276.873,3825,12834,520,149.036,6.868,1.326,0.754,0.857
216,88.446,255,36.007,0.857,14.159,22553.747,7650,17335,519,104.036,10.302,1.204,0.831,0.811
217,197.530,255,52.761,0.892,19.577,50370.035,17085,12439,529,52.125,15.453,1.107,0.903,0.912
218,138.566,255,44.298,0.887,16.911,35334.203,11985,36465,520,113.962,13.326,1.304,0.767,0.847
219,64.860,255,29.728,0.922,12.500,16539.414,5610,42784,521,105.945,6.868,1.618,0.618,0.898
220,73.705,255,33.579,0.821,15.830,18794.789,6375,6460,529,40.601,7.285,2.361,0.424,0.862
221,123.824,255,42.875,0.846,18.573,31575.246,10710,20243,531,146.310,10.302,1.938,0.516,0.866
222,44.223,255,23.866,0.976,10.994,11276.873,3825,41747,541,51.340,6.868,1.759,0.569,0.882
223,232.908,255,70.764,0.584,25.352,59391.534,20145,8556,540,151.699,18.184,1.271,0.787,0.745
224,129.721,255,43.881,0.847,15.830,33078.829,11220,38296,539,130.601,12.910,1.226,0.815,0.846
225,241.753,255,62.718,0.772,21.854,61646.908,20910,23214,540,135.000,16.894,1.245,0.803,0.816
226,288.924,255,67.330,0.801,23.354,73675.573,24990,27363,551,53.973,18.887,1.115,0.897,0.883
227,274.183,255,65.735,0.797,24.584,69916.615,23715,1362,546,12.095,18.887,1.174,0.852,0.830
228,50.119,255,23.866,1.000,10.012,12780.457,4335,18830,547,30.964,6.868,1.263,0.792,0.919
229,64.860,255,30.145,0.897,11.518,16539.414,5610,17652,553,63.435,8.499,1.259,0.794,0.830
230,159.203,255,45.304,0.975,16.289,40596.744,13770,9896,553,161.565,13.736,1.119,0.894,0.900
231,303.665,255,70.348,0.771,25.526,77434.531,26265,9432,551,132.274,18.323,1.282,0.780,0.862
232,147.410,255,45.720,0.886,17.678,37589.578,12750,4914,555,150.945,13.355,1.293,0.773,0.826
233,47.171,255,23.866,1.000,10.012,12028.665,4080,34522,559,59.036,6.868,1.314,0.761,0.914
234,47.171,255,23.866,1.000,10.994,12028.665,4080,37926,558,38.660,6.868,1.568,0.638,0.914
235,374.422,255,84.328,0.662,28.783,95477.529,32385,7810,555,107.354,22.097,1.180,0.848,0.814
236,168.048,255,54.011,0.724,20.676,42852.119,14535,15903,566,175.236,15.453,1.196,0.836,0.781
237,103.187,255,41.453,0.755,14.670,26312.705,8925,30078,571,159.444,10.302,1.191,0.840,0.875
238,58.964,255,29.728,0.838,11.518,15035.831,5100,28916,571,116.565,8.585,1.162,0.861,0.816
239,67.809,255,36.007,0.657,14.570,17291.206,5865,31033,573,135.000,8.499,1.851,0.540,0.767
240,70.757,255,35.591,0.702,14.670,18042.998,6120,26190,579,20.556,8.585,1.507,0.664,0.787
241,368.525,255,79.888,0.726,26.821,93973.945,31875,24926,588,50.194,22.321,1.059,0.944,0.842
242,58.964,255,33.162,0.674,13.077,15035.831,5100,20864,578,156.801,6.868,2.152,0.465,0.784
243,94.342,255,35.174,0.958,14.770,24057.330,8160,4836,579,144.462,8.585,1.433,0.698,0.970
244,58.964,255,34.585,0.619,14.159,15035.831,5100,21932,590,75.964,7.333,2.391,0.418,0.690
245,312.509,255,74.615,0.705,28.422,79689.906,27030,24256,589,115.017,18.582,1.529,0.654,0.815
246,73.705,255,38.019,0.641,13.843,18794.789,6375,3641,599,150.255,11.573,1.065,0.939,0.725
247,73.705,255,33.162,0.842,13.410,18794.789,6375,26982,597,129.806,10.302,1.145,0.874,0.862
248,44.223,255,23.866,0.976,10.012,11276.873,3825,14119,609,59.036,6.868,1.369,0.730,0.857
249,100.239,255,39.441,0.810,14.770,25560.913,8670,15780,606,125.538,11.905,1.400,0.714,0.800
250,132.669,255,42.875,0.907,15.830,33830.620,11475,14102,615,49.399,13.355,1.140,0.877,0.874
251,47.171,255,25.878,0.885,10.994,12028.665,4080,29124,607,128.660,6.868,1.576,0.635,0.889
252,41.275,255,26.294,0.750,10.994,10525.082,3570,31163,615,51.340,7.285,1.579,0.633,0.737
253,56.016,255,32.156,0.681,14.770,14284.040,4845,24240,611,125.538,7.285,2.065,0.484,0.776
254,85.498,255,41.869,0.613,14.670,21801.955,7395,15378,613,159.444,13.031,1.165,0.858,0.674
255,67.809,255,28.306,1.000,12.141,17291.206,5865,20743,619,45.000,8.585,1.202,0.832,0.958
256,362.629,255,79.888,0.714,25.755,92470.362,31365,24603,625,36.870,22.269,1.101,0.908,0.817
257,91.394,255,40.447,0.702,15.830,23305.538,7905,23415,621,167.471,9.429,1.765,0.566,0.775
258,88.446,255,34.585,0.929,13.077,22553.747,7650,13393,624,113.199,10.302,1.314,0.761,0.857
259,150.358,255,47.315,0.844,17.170,38341.370,13005,24216,624,126.870,13.736,1.050,0.953,0.879
260,126.773,255,44.887,0.791,18.252,32327.037,10965,15985,634,48.814,12.019,1.246,0.803,0.869
261,141.514,255,44.298,0.906,16.198,36085.995,12240,7491,633,32.005,13.736,1.087,0.920,0.873
262,79.601,255,42.875,0.544,14.770,20298.372,6885,41570,628,125.538,11.112,1.385,0.722,0.675
