Image,Count,Total_Area_um2,Avg_Area_um2,Min_Area_um2,Max_Area_um2,StdDev_um2,Avg_Circularity,Avg_Roundness,Avg_Solidity,Avg_Feret_um,Avg_Perimeter_um

1_Plate-0001,429943,19174273.9,44.5972,10.1761,1151.5935,32.5175,NaN,0.801,0.7841,NaN,NaN

