Image,Count,Total_Area_um2,Avg_Area_um2,Min_Area_um2,Max_Area_um2,StdDev_um2,Avg_Circularity,Avg_Roundness,Avg_Solidity,Avg_Feret_um,Avg_Perimeter_um

6_Plate-0001,488378,161129847,329.9286,11.7888,1199.5063,191.2878,NaN,0.8093,0.8279,NaN,NaN

