Image,Count,Total_Area_um2,Avg_Area_um2,Min_Area_um2,Max_Area_um2,StdDev_um2,Avg_Circularity,Avg_Roundness,Avg_Solidity,Avg_Feret_um,Avg_Perimeter_um

2_Plate-0001,504675,97077793.3,192.357,11.7888,1199.5063,103.412,NaN,0.8083,0.8244,NaN,NaN

