Image,Count,Total_Area_um2,Avg_Area_um2,Min_Area_um2,Max_Area_um2,StdDev_um2,Avg_Circularity,Avg_Roundness,Avg_Solidity,Avg_Feret_um,Avg_Perimeter_um

9_Plate-0001,306163,11549807.9,37.7244,11.7888,1199.5063,72.4503,NaN,0.5856,0.8049,NaN,NaN

