Image,Count,Total_Area_um2,Avg_Area_um2,Min_Area_um2,Max_Area_um2,StdDev_um2,Avg_Circularity,Avg_Roundness,Avg_Solidity,Avg_Feret_um,Avg_Perimeter_um

8_Plate-0001,121953,9215220.76,75.5637,11.7888,1199.5063,126.2897,NaN,0.6339,0.8141,NaN,NaN

