Image,Count,Total_Area_um2,Avg_Area_um2,Min_Area_um2,Max_Area_um2,StdDev_um2,Avg_Circularity,Avg_Roundness,Avg_Solidity,Avg_Feret_um,Avg_Perimeter_um

7_Plate-0001,137362,9696962.55,70.5942,11.7888,1199.5063,121.3304,NaN,0.6376,0.8147,NaN,NaN

