Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen
6_Plate_04-0002.tif,16091,2418725.730,150.315,0.059,255,52.554,0.710,0.784,19.518,18613.345,15486.333,93.453,12.521,38330.437
