Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen
1_Plate_09-0002.tif,245994,59627611.666,242.395,1.688,255,71.218,0.620,0.736,24.199,16259.300,15763.976,89.899,18.205,61810.617
