Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen
2_Plate_08-0002.tif,216952,74148892.330,341.776,1.927,255,87.559,0.587,0.745,28.284,16185.434,14368.747,90.922,21.339,87152.769
