Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen
8_Plate_02-0002.tif,5787,1151750.572,199.024,0.028,255,57.350,0.741,0.821,21.465,19147.112,15350.354,89.581,14.665,50751.062
