Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen
5_Plate_05-0002.tif,227371,83530991.584,367.378,2.038,255,88.691,0.603,0.772,28.374,16077.339,15749.171,90.736,22.001,93681.265
