Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen
3_Plate_07-0002.tif,244781,62994596.331,257.351,1.543,255,71.521,0.651,0.757,24.269,16343.035,15634.980,90.461,18.515,65624.464
