Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen
4_Plate_06-0002.tif,197686,74613366.858,377.434,1.829,255,91.095,0.578,0.764,28.764,16281.998,15161.861,90.921,22.562,96245.604
