Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Circ.,Solidity,Feret,FeretX,FeretY,FeretAngle,MinFeret,IntDen
7_Plate_03-0002.tif,13421,1731131.270,128.987,0.042,255,43.988,0.779,0.817,16.543,18500.936,15461.940,92.097,11.772,32891.623
